id	parent_goal_id	creator_id	goal_picture_url	title	description	created_date	level_id	privacy	order	status
1	NULL	1	hobby_default.png	3d printing		0000-00-00 00:00:00	10	0	1	0
2	NULL	1	hobby_default.png	Acrylic paintings		0000-00-00 00:00:00	10	0	1	0
3	NULL	1	hobby_default.png	Acting		0000-00-00 00:00:00	10	0	1	0
4	NULL	1	hobby_default.png	Action figure		0000-00-00 00:00:00	10	0	1	0
5	NULL	1	hobby_default.png	Aerobics		0000-00-00 00:00:00	10	0	1	0
6	NULL	1	hobby_default.png	Aeromodeling		0000-00-00 00:00:00	10	0	1	0
7	NULL	1	hobby_default.png	African drumming		0000-00-00 00:00:00	10	0	1	0
8	NULL	1	hobby_default.png	Aikido		0000-00-00 00:00:00	10	0	1	0
9	NULL	1	hobby_default.png	Air sports		0000-00-00 00:00:00	10	0	1	0
10	NULL	1	hobby_default.png	Airbrushing		0000-00-00 00:00:00	10	0	1	0
11	NULL	1	hobby_default.png	Aircraft spotting		0000-00-00 00:00:00	10	0	1	0
12	NULL	1	hobby_default.png	Airsoft		0000-00-00 00:00:00	10	0	1	0
13	NULL	1	hobby_default.png	Airsofting		0000-00-00 00:00:00	10	0	1	0
14	NULL	1	hobby_default.png	Amateur and ham radio		0000-00-00 00:00:00	10	0	1	0
15	NULL	1	hobby_default.png	Amateur astronomy		0000-00-00 00:00:00	10	0	1	0
16	NULL	1	hobby_default.png	Amateur geology		0000-00-00 00:00:00	10	0	1	0
17	NULL	1	hobby_default.png	Amateur meteorology		0000-00-00 00:00:00	10	0	1	0
18	NULL	1	hobby_default.png	Amateur radio		0000-00-00 00:00:00	10	0	1	0
19	NULL	1	hobby_default.png	"Amateur telescope, astrophotography"		0000-00-00 00:00:00	10	0	1	0
20	NULL	1	hobby_default.png	Amateur theatre		0000-00-00 00:00:00	10	0	1	0
21	NULL	1	hobby_default.png	American football		0000-00-00 00:00:00	10	0	1	0
22	NULL	1	hobby_default.png	An installation at mona in tasmania		0000-00-00 00:00:00	10	0	1	0
23	NULL	1	hobby_default.png	Animal breeding		0000-00-00 00:00:00	10	0	1	0
24	NULL	1	hobby_default.png	Animal care		0000-00-00 00:00:00	10	0	1	0
25	NULL	1	hobby_default.png	Animal fancy		0000-00-00 00:00:00	10	0	1	0
26	NULL	1	hobby_default.png	Animal rescue		0000-00-00 00:00:00	10	0	1	0
27	NULL	1	hobby_default.png	Animated cartoons		0000-00-00 00:00:00	10	0	1	0
28	NULL	1	hobby_default.png	Antiques		0000-00-00 00:00:00	10	0	1	0
29	NULL	1	hobby_default.png	Antiquing		0000-00-00 00:00:00	10	0	1	0
30	NULL	1	hobby_default.png	Antiquities		0000-00-00 00:00:00	10	0	1	0
31	NULL	1	hobby_default.png	Aqua-lung		0000-00-00 00:00:00	10	0	1	0
32	NULL	1	hobby_default.png	Aquarium		0000-00-00 00:00:00	10	0	1	0
33	NULL	1	hobby_default.png	Aquarium (freshwater & saltwater)		0000-00-00 00:00:00	10	0	1	0
